No.,服装,名前,じゃんけん,ポジション,高校,よみがな,スパイクrZs,サーブrZs,セッティングrZs,頭脳rZs,幸運rZs,ブロックrZs,レシーブrZs,バネrZs,スピードrZs,メンタルrZs,TotalStatrZs,AttackValrZs,ServeValrZs,TossValrZs,ReceiveValrZs,BlockValrZs
22,"ジャージ","月島蛍","パー","MB","烏野","つきしまけい","101.4988661","98.07288643","110.1173463","110.4920628","100","104.4965983","103.3724488","104.0469385","100","106.7448975","102.9723277","101.226345","101.8395175","110.1173463","101.3489795","103.5972787"
23,"2周年","月島蛍","チョキ","MB","烏野","つきしまけい","101.4988661","99.03644321","106.7448975","111.9909289","100","107.4943306","106.7448975","106.7448975","102.2482992","106.7448975","105.0300931","101.226345","103.0658625","106.7448975","104.0469385","106.2952377"
24,"アート2","月島蛍","グー","MB","烏野","つきしまけい","102.9977322","99.03644321","106.7448975","111.9909289","100","106.7448975","110.1173463","105.395918","104.4965983","106.7448975","105.4873742","102.45269","103.0658625","106.7448975","106.7448975","105.395918"
25,"ユニフォーム","山口忠","パー","MB","烏野","やまぐちだだし","95.50340167","107.7084543","116.8622438","100","100","94.75396861","110.1173463","94.604082","104.4965983","100","97.48495347","96.320965","103.679035","116.8622438","106.7448975","94.604082"
26,"水着","山口忠","チョキ","MB","烏野","やまぐちだだし","96.25283472","110.5991246","120.2346925","104.4965983","100","97.00226778","113.489795","95.9530615","106.7448975","100","100.6859218","96.9341375","107.35807","120.2346925","109.4428565","96.40272133"
27,"雪遊び","山口忠","グー","MB","烏野","やまぐちだだし","94.75396861","112.5262382","110.1173463","107.4943306","100","95.50340167","123.6071413","95.9530615","106.7448975","100","100.6859218","95.7077925","109.81076","110.1173463","113.489795","95.50340167"
28,"スパイ","山口忠","パー","MB","烏野","やまぐちだだし","97.00226778","113.489795","120.2346925","107.4943306","100","97.00226778","120.2346925","97.302041","108.9931967","100","102.9723277","97.54731","110.4239325","120.2346925","113.489795","96.85238117"
29,"ジャージ","山口忠","チョキ","MB","烏野","やまぐちだだし","98.50113389","110.5991246","123.6071413","104.4965983","100","97.75170083","120.2346925","98.6510205","111.2414958","100","103.2009683","98.773655","107.35807","123.6071413","114.8387745","97.75170083"
61,"ユニフォーム","成田一仁","パー","MB","烏野","なりたかずひと","94.75396861","100.9635568","96.62755125","104.4965983","120","95.50340167","93.2551025","94.604082","93.2551025","100","93.82670398","98.1604825","103.679035","96.62755125","93.2551025","95.05374183"
69,"ユニフォーム","黒尾鉄朗","グー","MB","音駒","くろおてつろう","104.4965983","105.7813407","103.3724488","98.50113389","120","102.9977322","106.7448975","97.302041","95.50340167","106.7448975","102.5150465","106.131725","104.2922075","103.3724488","100","100.4496598"
70,"制服","黒尾鉄朗","グー","MB","音駒","くろおてつろう","106.7448975","106.7448975","106.7448975","100","120","105.2460314","110.1173463","101.3489795","97.75170083","106.7448975","105.7160148","107.9712425","105.5185525","106.7448975","102.697959","103.1476188"
71,"夏祭り","黒尾鉄朗","パー","MB","音駒","くろおてつろう","108.2437636","109.6355679","106.7448975","104.4965983","120","102.9977322","110.1173463","97.302041","93.2551025","106.7448975","105.7160148","109.1975875","109.1975875","106.7448975","100","100.4496598"
72,"1周年","黒尾鉄朗","チョキ","MB","音駒","くろおてつろう","108.9931967","103.8542271","106.7448975","100","120","102.9977322","120.2346925","98.6510205","102.2482992","106.7448975","105.7160148","109.81076","103.679035","106.7448975","109.4428565","100.8993197"
73,"キャンプ","黒尾鉄朗","グー","MB","音駒","くろおてつろう","108.2437636","106.7448975","110.1173463","100","120","107.4943306","113.489795","104.0469385","100","106.7448975","108.0024208","109.1975875","105.5185525","110.1173463","105.395918","105.395918"
74,"文化祭2","黒尾鉄朗","パー","MB","音駒","くろおてつろう","108.9931967","106.7448975","110.1173463","100","120","105.9954644","116.8622438","104.0469385","102.2482992","106.7448975","108.2310614","109.81076","105.5185525","110.1173463","108.093877","104.4965983"
75,"中学生","黒尾鉄朗","チョキ","MB","音駒","くろおてつろう","108.9931967","107.7084543","113.489795","101.4988661","120","108.2437636","116.8622438","105.395918","102.2482992","106.7448975","109.8315455","109.81076","106.7448975","113.489795","108.093877","106.2952377"
76,"ユニフォーム","灰羽リエーフ","グー","MB","音駒","はいばりえーふ","97.75170083","99.03644321","100","97.00226778","100","98.50113389","100","95.9530615","95.50340167","94.604082","93.3694228","98.1604825","96.9341375","100","97.302041","97.302041"
77,"探偵","灰羽リエーフ","パー","MB","音駒","はいばりえーふ","100","100","103.3724488","98.50113389","100","100.7494331","103.3724488","100","97.75170083","94.604082","96.5703911","100","98.1604825","103.3724488","100","100"
78,"路地裏","灰羽リエーフ","チョキ","MB","音駒","はいばりえーふ","102.2482992","98.07288643","103.3724488","95.50340167","100","102.2482992","100","102.697959","95.50340167","94.604082","96.79903169","101.8395175","95.7077925","103.3724488","97.302041","101.7986393"
79,"文化祭2","灰羽リエーフ","グー","MB","音駒","はいばりえーふ","100.7494331","97.10932964","96.62755125","95.50340167","100","102.9977322","110.1173463","104.0469385","100","94.604082","97.25631288","100.6131725","95.09462","96.62755125","104.0469385","102.697959"
87,"ユニフォーム","犬岡走","パー","MB","音駒","いぬおかそう","96.25283472","99.03644321","100","97.00226778","100","97.00226778","100","97.302041","95.50340167","106.7448975","94.74126636","96.9341375","96.9341375","100","97.302041","96.85238117"
88,"新年","犬岡走","チョキ","MB","音駒","いぬおかそう","98.50113389","100","103.3724488","98.50113389","100","99.25056694","103.3724488","101.3489795","97.75170083","106.7448975","97.94223466","98.773655","98.1604825","103.3724488","100","99.5503402"
96,"ユニフォーム","青根高伸","グー","MB","伊達工","あおねたかのぶ","103.7471653","98.07288643","96.62755125","102.9977322","100","103.7471653","100","97.302041","95.50340167","100","98.39951585","103.0658625","98.773655","96.62755125","97.302041","100.8993197"
97,"制服","青根高伸","グー","MB","伊達工","あおねたかのぶ","105.9954644","99.03644321","100","104.4965983","100","105.9954644","103.3724488","101.3489795","97.75170083","100","101.6004842","104.90538","100","100","100","103.5972787"
98,"プール掃除","青根高伸","パー","MB","伊達工","あおねたかのぶ","107.4943306","99.03644321","100","104.4965983","100","104.4965983","103.3724488","101.3489795","97.75170083","100","101.6004842","106.131725","100","100","100","102.697959"
99,"キャンプ","青根高伸","チョキ","MB","伊達工","あおねたかのぶ","107.4943306","99.03644321","103.3724488","104.4965983","100","108.2437636","106.7448975","104.0469385","100","100","103.8868901","106.131725","100","103.3724488","102.697959","105.8455778"
100,"甲冑","青根高伸","パー","MB","伊達工","あおねたかのぶ","108.2437636","99.03644321","103.3724488","104.4965983","100","106.7448975","113.489795","102.697959","102.2482992","100","104.1155307","106.7448975","100","103.3724488","106.7448975","104.4965983"
116,"ユニフォーム","吹上仁悟","グー","MB","伊達工","ふきあげじんご","103.7471653","98.07288643","96.62755125","102.9977322","100","100","100","97.302041","95.50340167","100","97.25631288","103.0658625","98.773655","96.62755125","97.302041","98.6510205"
118,"ユニフォーム","鎌先靖志","グー","MB","伊達工","かまさきやすし","100.7494331","103.8542271","96.62755125","101.4988661","100","98.50113389","100","95.9530615","95.50340167","100","96.79903169","100.6131725","101.8395175","96.62755125","97.302041","97.302041"
119,"甲冑","鎌先靖志","パー","MB","伊達工","かまさきやすし","102.9977322","104.8177839","100","102.9977322","100","100.7494331","103.3724488","100","97.75170083","100","100","102.45269","103.0658625","100","100","100"
134,"ユニフォーム","金田一勇太郎","パー","MB","青城","きんだいちゆうたろう","98.50113389","98.07288643","96.62755125","94.00453556","100","96.25283472","100","95.9530615","95.50340167","100","92.91214161","98.773655","95.09462","96.62755125","97.302041","95.9530615"
135,"雪遊び","金田一勇太郎","チョキ","MB","青城","きんだいちゆうたろう","100.7494331","99.03644321","100","95.50340167","100","98.50113389","103.3724488","100","97.75170083","100","96.11310992","100.6131725","96.320965","100","100","98.6510205"
136,"カンフー","金田一勇太郎","チョキ","MB","青城","きんだいちゆうたろう","100","101.9271136","96.62755125","98.50113389","100","97.00226778","110.1173463","97.302041","100","100","96.5703911","100","99.3868275","96.62755125","104.0469385","96.85238117"
137,"中学生","金田一勇太郎","パー","MB","青城","きんだいちゆうたろう","102.2482992","97.10932964","100","92.50566944","100","100.7494331","100","104.0469385","97.75170083","100","96.79903169","101.8395175","93.868275","100","98.6510205","101.3489795"
146,"ユニフォーム","松川一静","グー","MB","青城","まつかわいっせい","97.00226778","98.07288643","96.62755125","95.50340167","100","96.25283472","100","95.9530615","95.50340167","100","92.68350102","97.54731","95.7077925","96.62755125","97.302041","95.9530615"
147,"アート","松川一静","パー","MB","青城","まつかわいっせい","99.25056694","99.03644321","100","97.00226778","100","98.50113389","103.3724488","100","97.75170083","100","95.88446932","99.3868275","96.9341375","100","100","98.6510205"
148,"バカンス","松川一静","チョキ","MB","青城","まつかわいっせい","98.50113389","101.9271136","93.2551025","98.50113389","100","100","100","101.3489795","95.50340167","100","96.34175051","98.773655","99.3868275","93.2551025","97.302041","100"
156,"ユニフォーム","茶屋和馬","パー","MB","常波","ちゃやかずま","97.00226778","100","100","97.00226778","100","96.25283472","103.3724488","95.9530615","95.50340167","100","93.82670398","97.54731","97.54731","100","98.6510205","95.9530615"
160,"ユニフォーム","渋谷陸斗","パー","MB","常波","しぶやりくと","96.25283472","99.03644321","96.62755125","98.50113389","100","96.25283472","100","95.9530615","95.50340167","100","93.1407822","96.9341375","97.54731","96.62755125","97.302041","95.9530615"
165,"ユニフォーム","森岳歩","チョキ","MB","扇南","もりたけあゆむ","97.00226778","99.03644321","96.62755125","97.00226778","100","96.25283472","100","95.9530615","95.50340167","100","93.1407822","97.54731","96.9341375","96.62755125","97.302041","95.9530615"
168,"ユニフォーム","子安颯真","チョキ","MB","扇南","おやすそうま","98.50113389","102.8906704","96.62755125","100","100","96.25283472","100","95.9530615","95.50340167","100","94.96990695","98.773655","100.6131725","96.62755125","97.302041","95.9530615"
176,"ユニフォーム","湯川良明","グー","MB","角川","ぬるかわよしあき","97.00226778","100.9635568","96.62755125","100","100","96.25283472","100","97.302041","97.75170083","100","94.51262576","97.54731","99.3868275","96.62755125","98.6510205","96.40272133"
178,"ユニフォーム","馬門英治","グー","MB","角川","まかどえいじ","96.25283472","100","96.62755125","100","100","96.25283472","100","98.6510205","97.75170083","100","94.28398517","96.9341375","98.773655","96.62755125","98.6510205","96.85238117"
186,"ユニフォーム","母畑和馬","パー","MB","条善寺","ぼばたかずま","97.75170083","100","96.62755125","100","100","97.00226778","100","98.6510205","100","113.489795","97.48495347","98.1604825","98.773655","96.62755125","100","97.302041"
187,"アート2","母畑和馬","チョキ","MB","条善寺","ぼばたかずま","100","100.9635568","100","101.4988661","100","99.25056694","103.3724488","102.697959","102.2482992","113.489795","100.6859218","100","100","100","102.697959","100"
191,"ユニフォーム","飯坂信義","パー","MB","条善寺","いいざかのぶよし","97.00226778","100","100","95.50340167","100","97.00226778","100","97.302041","100","113.489795","96.5703911","97.54731","96.9341375","100","100","96.85238117"
198,"ユニフォーム","鳴子哲平","チョキ","MB","和久南","なるこてっぺい","95.50340167","99.03644321","100","95.50340167","100","97.00226778","100","97.302041","100","100","93.59806339","96.320965","96.320965","100","100","96.85238117"
200,"ユニフォーム","松島剛","チョキ","MB","和久南","まつしまつよし","95.50340167","100","100","97.00226778","100","97.00226778","106.7448975","97.302041","100","100","94.51262576","96.320965","97.54731","100","102.697959","96.85238117"
201,"妖","松島剛","グー","MB","和久南","まつしまつよし","97.75170083","100.9635568","103.3724488","98.50113389","100","99.25056694","110.1173463","101.3489795","102.2482992","100","97.71359407","98.1604825","98.773655","103.3724488","105.395918","99.5503402"
209,"ユニフォーム","天童覚","グー","MB","白鳥沢","てんどうさとり","102.2482992","104.8177839","100","101.4988661","100","100","100","98.6510205","100","95.9530615","98.39951585","101.8395175","102.45269","100","100","99.10068033"
210,"水着","天童覚","パー","MB","白鳥沢","てんどうさとり","104.4965983","105.7813407","103.3724488","102.9977322","100","102.2482992","103.3724488","102.697959","102.2482992","95.9530615","101.6004842","103.679035","103.679035","103.3724488","102.697959","101.7986393"
211,"文化祭","天童覚","チョキ","MB","白鳥沢","てんどうさとり","105.2460314","103.8542271","103.3724488","100","100","103.7471653","100","105.395918","102.2482992","95.9530615","101.6004842","104.2922075","101.226345","103.3724488","101.3489795","103.5972787"
212,"制服","天童覚","グー","MB","白鳥沢","てんどうさとり","106.7448975","103.8542271","110.1173463","102.9977322","100","102.2482992","96.62755125","105.395918","97.75170083","95.9530615","101.8291247","105.5185525","102.45269","110.1173463","97.302041","102.697959"
213,"仮装","天童覚","パー","MB","白鳥沢","てんどうさとり","105.9954644","105.7813407","106.7448975","102.9977322","100","104.4965983","106.7448975","105.395918","104.4965983","95.9530615","103.8868901","104.90538","103.679035","106.7448975","105.395918","104.0469385"
214,"遊園地","天童覚","チョキ","MB","白鳥沢","てんどうさとり","105.9954644","105.7813407","103.3724488","104.4965983","100","104.4965983","106.7448975","106.7448975","104.4965983","95.9530615","104.1155307","104.90538","104.2922075","103.3724488","105.395918","104.4965983"
226,"ユニフォーム","川西太一","グー","MB","白鳥沢","かわにしたいち","102.2482992","104.8177839","100","101.4988661","120","97.00226778","100","98.6510205","100","100","99.08543763","104.2922075","104.90538","100","100","97.302041"
227,"路地裏","川西太一","パー","MB","白鳥沢","かわにしたいち","104.4965983","105.7813407","103.3724488","102.9977322","120","99.25056694","103.3724488","102.697959","102.2482992","100","102.2864059","106.131725","106.131725","103.3724488","102.697959","100"
235,"ユニフォーム","仙石伸吾","グー","MB","生川","せんごくしんご","98.50113389","102.8906704","96.62755125","100","100","96.25283472","100","95.9530615","95.50340167","100","94.96990695","98.773655","100.6131725","96.62755125","97.302041","95.9530615"
238,"ユニフォーム","伊勢原裕次","グー","MB","生川","いせはらゆうじ","97.75170083","99.03644321","96.62755125","95.50340167","100","96.25283472","100","95.9530615","95.50340167","100","93.1407822","98.1604825","96.320965","96.62755125","97.302041","95.9530615"
240,"ユニフォーム","千鹿谷栄吉","チョキ","MB","森然","ちがやえいきち","103.7471653","104.8177839","106.7448975","100","120","98.50113389","106.7448975","102.697959","95.50340167","113.489795","103.2009683","105.5185525","104.2922075","106.7448975","100","99.5503402"
246,"ユニフォーム","吉川和孝","チョキ","MB","森然","よしかわかずたか","96.25283472","99.03644321","100","95.50340167","100","95.50340167","100","94.604082","93.2551025","100","92.22621983","96.9341375","96.320965","100","95.9530615","95.05374183"
256,"ユニフォーム","角名倫太郎","チョキ","MB","稲荷崎","すなりんたろう","104.4965983","102.8906704","96.62755125","101.4988661","120","102.2482992","96.62755125","98.6510205","100","106.7448975","101.6004842","106.131725","103.679035","96.62755125","98.6510205","100.4496598"
257,"サバゲ","角名倫太郎","グー","MB","稲荷崎","すなりんたろう","106.7448975","103.8542271","100","102.9977322","120","104.4965983","100","102.697959","102.2482992","106.7448975","104.8014525","107.9712425","104.90538","100","101.3489795","103.1476188"
258,"花火","角名倫太郎","パー","MB","稲荷崎","すなりんたろう","108.2437636","101.9271136","93.2551025","100","120","106.7448975","100","105.395918","102.2482992","106.7448975","105.0300931","109.1975875","102.45269","93.2551025","101.3489795","105.395918"
259,"路地裏2","角名倫太郎","チョキ","MB","稲荷崎","すなりんたろう","108.9931967","106.7448975","100","105.9954644","120","102.9977322","93.2551025","102.697959","97.75170083","106.7448975","105.2587336","109.81076","107.9712425","100","95.9530615","102.2482992"
269,"ユニフォーム","大耳練","チョキ","MB","稲荷崎","おおみみれん","98.50113389","99.03644321","103.3724488","100","100","102.9977322","100","95.9530615","100","100","97.02767229","98.773655","98.1604825","103.3724488","100","100"
286,"ユニフォーム","尾長渉","パー","MB","梟谷","おながわたる","97.75170083","101.9271136","96.62755125","94.00453556","100","97.00226778","93.2551025","94.604082","95.50340167","106.7448975","94.28398517","98.1604825","97.54731","96.62755125","94.604082","95.9530615"
287,"ユニフォーム","鷲尾辰生","パー","MB","梟谷","わしおたつき","100.7494331","105.7813407","96.62755125","102.9977322","100","100","100","97.302041","95.50340167","106.7448975","99.31407822","100.6131725","103.679035","96.62755125","97.302041","98.6510205"
296,"ユニフォーム","当間義友","パー","MB","椿原","あてまよしとも","95.50340167","98.07288643","96.62755125","97.00226778","100","98.50113389","93.2551025","97.302041","100","100","93.3694228","96.320965","96.320965","96.62755125","97.302041","97.75170083"
307,"ユニフォーム","昼神幸郎","チョキ","MB","鴎台","ひるがみさちろう","103.7471653","106.7448975","96.62755125","101.4988661","120","104.4965983","100","95.9530615","100","113.489795","103.8868901","105.5185525","106.131725","96.62755125","100","100.8993197"
308,"Xmas","昼神幸郎","グー","MB","鴎台","ひるがみさちろう","105.9954644","107.7084543","100","102.9977322","120","106.7448975","103.3724488","100","102.2482992","113.489795","107.0878584","107.35807","107.35807","100","102.697959","103.5972787"
309,"職業体験2","昼神幸郎","パー","MB","鴎台","ひるがみさちろう","106.7448975","105.7813407","100","100","120","108.9931967","100","104.0469385","102.2482992","113.489795","107.5451396","107.9712425","104.90538","100","101.3489795","106.2952377"
323,"ユニフォーム","広尾倖児","パー","MB","戸美","ひろおこうじ","97.00226778","97.10932964","96.62755125","108.9931967","100","97.00226778","100","97.302041","97.75170083","100","95.19854754","97.54731","100.6131725","96.62755125","98.6510205","96.85238117"
324,"カンフー","広尾倖児","チョキ","MB","戸美","ひろおこうじ","99.25056694","98.07288643","100","110.4920628","100","99.25056694","103.3724488","101.3489795","100","100","98.39951585","99.3868275","101.8395175","100","101.3489795","99.5503402"
326,"ユニフォーム","背黒晃彦","パー","MB","戸美","せぐろあきひこ","97.75170083","98.07288643","96.62755125","94.00453556","100","97.00226778","100","97.302041","95.50340167","100","93.1407822","98.1604825","95.09462","96.62755125","97.302041","96.85238117"
