No,eda,No用,大分類,属性,色,パワー,補正,強化,強化補正,オートアクティブ,その他補正項目,その他補正値,スキル名
239,1,"ユニフォーム天童覚ICONIC","サーブ","オーバーサーブ","銅",27,0,0,0,"","","",""
240,1,"水着天童覚ICONIC","サーブ","オーバーサーブ","銅",27,0,0,0,"","","",""
241,1,"文化祭天童覚ICONIC","サーブ","オーバーサーブ","銅",27,0,0,0,"","","",""
242,1,"制服天童覚ICONIC","サーブ","オーバーサーブ","銅",27,0,0,0,"","","",""
243,1,"仮装天童覚ICONIC","サーブ","オーバーサーブ","銅",27,0,0,0,"","","",""
244,1,"遊園地天童覚ICONIC","サーブ","オーバーサーブ","銅",27,0,0,0,"","","",""
245,1,"Xmas3天童覚ICONIC","サーブ","オーバーサーブ","銅",27,0,0,0,"","","",""
259,1,"ユニフォーム川西太一ICONIC","サーブ","オーバーサーブ","銅",26,0,0,0,"","","",""
260,1,"路地裏川西太一ICONIC","サーブ","オーバーサーブ","銅",26,0,0,0,"","","",""
268,1,"ユニフォーム芦谷洋平ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
273,1,"ユニフォーム湯河浩二ICONIC","サーブ","オーバーサーブ","銅",26,0,0,0,"","","",""
275,1,"ユニフォーム小鹿野大樹ICONIC","サーブ","オーバーサーブ","銅",25,0,0,0,"","","",""
277,1,"ユニフォーム児玉勝ICONIC","サーブ","オーバーサーブ","銅",31,0,0,0,"","","",""
279,1,"ユニフォーム島府典明ICONIC","サーブ","オーバーサーブ","銅",26,0,0,0,"","","",""
280,1,"ユニフォーム吉川和孝ICONIC","サーブ","オーバーサーブ","銅",25,0,0,0,"","","",""
294,1,"ユニフォーム角名倫太郎ICONIC","サーブ","オーバーサーブ","銅",32,0,0,0,"","","",""
296,1,"花火角名倫太郎ICONIC","サーブ","オーバーサーブ","銅",32,0,0,0,"","","",""
298,1,"水着2角名倫太郎ICONIC","サーブ","オーバーサーブ","銅",32,0,0,0,"","","",""
300,1,"ユニフォーム北信介ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
303,1,"新年2北信介ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
304,1,"職業体験2北信介ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
322,1,"ユニフォーム木葉秋紀ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
323,1,"探偵木葉秋紀ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
324,1,"梅雨木葉秋紀ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
325,1,"路地裏2木葉秋紀ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
326,1,"水着2木葉秋紀ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
327,1,"ユニフォーム猿杙大和ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
331,1,"ユニフォーム尾長渉ICONIC","サーブ","オーバーサーブ","銅",24,0,0,0,"","","",""
344,1,"ユニフォーム当間義友ICONIC","サーブ","オーバーサーブ","銅",26,0,0,0,"","","",""
345,1,"ユニフォーム越後栄ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
347,1,"ユニフォーム丸山一喜ICONIC","サーブ","オーバーサーブ","銅",26,0,0,0,"","","",""
348,1,"ユニフォーム舞子侑志ICONIC","サーブ","オーバーサーブ","銅",21,0,0,0,"","","",""
375,1,"ユニフォーム先島伊澄ICONIC","サーブ","オーバーサーブ","銅",28,0,0,0,"","","",""
381,1,"ユニフォーム志賀智也ICONIC","サーブ","オーバーサーブ","銅",27,0,0,0,"","","",""
384,1,"ユニフォーム山代総司ICONIC","サーブ","オーバーサーブ","銅",26,0,0,0,"","","",""
17,1,"中学生影山飛雄ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
19,1,"ユニフォーム月島蛍ICONIC","サーブ","アンダーサーブ","銅",21,0,0,0,"","","",""
20,1,"水着月島蛍ICONIC","サーブ","アンダーサーブ","銅",21,0,0,0,"","","",""
21,1,"職業体験月島蛍ICONIC","サーブ","アンダーサーブ","銅",21,0,0,0,"","","",""
22,1,"1周年月島蛍ICONIC","サーブ","アンダーサーブ","銅",21,0,0,0,"","","",""
23,1,"花火月島蛍ICONIC","サーブ","アンダーサーブ","銅",21,0,0,0,"","","",""
24,1,"ジャージ月島蛍ICONIC","サーブ","アンダーサーブ","銅",21,0,0,0,"","","",""
25,1,"2周年月島蛍ICONIC","サーブ","アンダーサーブ","銅",21,0,0,0,"","","",""
26,1,"アート2月島蛍ICONIC","サーブ","アンダーサーブ","銅",21,0,0,0,"","","",""
27,1,"焼き芋月島蛍ICONIC","サーブ","アンダーサーブ","銅",22,0,0,0,"","","",""
62,1,"夏祭り2東峰旭ICONIC","サーブ","スパイクサーブ","銅",25,0,0,0,"","","",""
71,1,"ユニフォーム孤爪研磨ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
72,1,"制服孤爪研磨ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
74,1,"1周年孤爪研磨ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
76,1,"Xmas2孤爪研磨ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
77,1,"中学生孤爪研磨ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
79,1,"寝正月孤爪研磨ICONIC","サーブ","アンダーサーブ","銅",25,0,0,0,"","","",""
83,1,"1周年黒尾鉄朗ICONIC","サーブ","スパイクサーブ","銅",27,0,0,0,"","","",""
86,1,"中学生黒尾鉄朗ICONIC","サーブ","スパイクサーブ","銅",27,0,0,0,"","","",""
87,1,"ハロウィン黒尾鉄朗ICONIC","サーブ","スパイクサーブ","銅",27,0,0,0,"","","",""
99,1,"ユニフォーム福永招平ICONIC","サーブ","アンダーサーブ","銅",27,0,0,0,"","","",""
100,1,"バーガー福永招平ICONIC","サーブ","アンダーサーブ","銅",27,0,0,0,"","","",""
101,1,"アート2福永招平ICONIC","サーブ","アンダーサーブ","銅",27,0,0,0,"","","",""
102,1,"ユニフォーム犬岡走ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
103,1,"新年犬岡走ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
104,1,"ユニフォーム山本猛虎ICONIC","サーブ","スパイクサーブ","銅",34,0,0,0,"","","",""
105,1,"新年山本猛虎ICONIC","サーブ","スパイクサーブ","銅",34,0,0,0,"","","",""
108,1,"ユニフォーム海信之ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
109,1,"遊園地海信之ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
110,1,"ユニフォーム海信之YELL","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
112,1,"ユニフォーム青根高伸ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
113,1,"制服青根高伸ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
114,1,"プール掃除青根高伸ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
115,1,"キャンプ青根高伸ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
116,1,"甲冑青根高伸ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
117,1,"Xmas3青根高伸ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
118,1,"ユニフォーム二口堅治ICONIC","サーブ","スパイクサーブ","銅",34,0,0,0,"","","",""
119,1,"制服二口堅治ICONIC","サーブ","スパイクサーブ","銅",34,0,0,0,"","","",""
120,1,"プール掃除二口堅治ICONIC","サーブ","スパイクサーブ","銅",34,0,0,0,"","","",""
121,1,"路地裏二口堅治ICONIC","サーブ","スパイクサーブ","銅",34,0,0,0,"","","",""
123,1,"2周年二口堅治ICONIC","サーブ","スパイクサーブ","銅",34,0,0,0,"","","",""
124,1,"アート2二口堅治ICONIC","サーブ","スパイクサーブ","銅",34,0,0,0,"","","",""
131,1,"ユニフォーム小原豊ICONIC","サーブ","フローター","銅",31,0,0,0,"","","",""
147,1,"2周年及川徹ICONIC","サーブ","スパイクサーブ","銅",31,0,0,0,"","","",""
149,1,"ユニフォーム岩泉一ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
150,1,"プール掃除岩泉一ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
152,1,"サバゲ岩泉一ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
153,1,"バカンス岩泉一ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
154,1,"路地裏2岩泉一ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
155,1,"夏祭り2岩泉一ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
156,1,"Xmas3岩泉一ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
161,1,"ユニフォーム京谷賢太郎ICONIC","サーブ","スパイクサーブ","銅",36,0,0,0,"","","",""
163,1,"水着2京谷賢太郎ICONIC","サーブ","スパイクサーブ","銅",36,0,0,0,"","","",""
164,1,"ユニフォーム国見英ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
165,1,"職業体験国見英ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
166,1,"路地裏国見英ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
167,1,"カンフー国見英ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
168,1,"中学生国見英ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
174,1,"ユニフォーム花巻貴大ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
175,1,"アート花巻貴大ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
176,1,"バーガー花巻貴大ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
178,1,"焼き芋花巻貴大ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
182,1,"ユニフォーム茶屋和馬ICONIC","サーブ","アンダーサーブ","銅",24,0,0,0,"","","",""
183,1,"ユニフォーム玉川弘樹ICONIC","サーブ","アンダーサーブ","銅",25,0,0,0,"","","",""
185,1,"ユニフォーム芳賀良治ICONIC","サーブ","アンダーサーブ","銅",27,0,0,0,"","","",""
187,1,"ユニフォーム池尻隼人ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
188,1,"文化祭2池尻隼人ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
193,1,"ユニフォーム田沢裕樹ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
194,1,"ユニフォーム子安颯真ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
195,1,"サバゲ2子安颯真ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
197,1,"ユニフォーム夏瀬伊吹ICONIC","サーブ","アンダーサーブ","銅",28,0,0,0,"","","",""
204,1,"ユニフォーム稲垣功ICONIC","サーブ","アンダーサーブ","銅",27,0,0,0,"","","",""
212,1,"妖照島游児ICONIC","サーブ","スパイクサーブ","銅",35,0,0,0,"","","",""
213,1,"ユニフォーム母畑和馬ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
214,1,"アート2母畑和馬ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
219,1,"ユニフォーム東山勝道ICONIC","サーブ","アンダーサーブ","銅",27,0,0,0,"","","",""
221,1,"ユニフォーム中島猛ICONIC","サーブ","スパイクサーブ","銅",35,0,0,0,"","","",""
224,1,"ユニフォーム花山一雅ICONIC","サーブ","フローター","銅",13,0,0,0,"","","",""
225,1,"ユニフォーム鳴子哲平ICONIC","サーブ","アンダーサーブ","銅",25,0,0,0,"","","",""
231,1,"ユニフォーム牛島若利ICONIC","サーブ","トップスピン","銅",36,0,0,0,"","","",""
233,1,"新年牛島若利ICONIC","サーブ","トップスピン","銅",36,0,0,0,"","","",""
235,1,"文化祭2牛島若利ICONIC","サーブ","トップスピン","銅",36,0,0,0,"","","",""
237,1,"ハロウィン牛島若利ICONIC","サーブ","トップスピン","銅",36,0,0,0,"","","",""
249,1,"バカンス五色工ICONIC","サーブ","スパイクサーブ","銅",33,0,0,0,"","","",""
250,1,"Xmas2五色工ICONIC","サーブ","スパイクサーブ","銅",33,0,0,0,"","","",""
272,1,"ユニフォーム伊勢原裕次ICONIC","サーブ","アンダーサーブ","銅",25,0,0,0,"","","",""
274,1,"ユニフォーム千鹿谷栄吉ICONIC","サーブ","スパイクサーブ","銅",33,0,0,0,"","","",""
287,1,"制服宮侑ICONIC","サーブ","スパイクサーブ","銅",36,0,0,0,"","","",""
288,1,"ユニフォーム宮治ICONIC","サーブ","スパイクサーブ","銅",33,0,0,0,"","","",""
290,1,"カンフー宮治ICONIC","サーブ","スパイクサーブ","銅",33,0,0,0,"","","",""
291,1,"遊園地宮治ICONIC","サーブ","スパイクサーブ","銅",33,0,0,0,"","","",""
292,1,"夏祭り2宮治ICONIC","サーブ","スパイクサーブ","銅",33,0,0,0,"","","",""
306,1,"ユニフォーム尾白アランICONIC","サーブ","スパイクサーブ","銅",33,0,0,0,"","","",""
307,1,"雪遊び尾白アランICONIC","サーブ","スパイクサーブ","銅",33,0,0,0,"","","",""
311,1,"ユニフォーム大耳練ICONIC","サーブ","アンダーサーブ","銅",26,0,0,0,"","","",""
320,1,"2周年木兎光太郎ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
321,1,"焼き芋木兎光太郎ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
349,1,"ユニフォーム寺泊基希ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
352,1,"サバゲ星海光来ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
354,1,"新年2星海光来ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
355,1,"ユニフォーム昼神幸郎ICONIC","サーブ","スパイクサーブ","銅",33,0,0,0,"","","",""
357,1,"職業体験2昼神幸郎ICONIC","サーブ","スパイクサーブ","銅",33,0,0,0,"","","",""
358,1,"ユニフォーム佐久早聖臣ICONIC","サーブ","スパイクサーブ","銅",35,0,0,0,"","","",""
359,1,"サバゲ佐久早聖臣ICONIC","サーブ","スパイクサーブ","銅",35,0,0,0,"","","",""
360,1,"新年2佐久早聖臣ICONIC","サーブ","スパイクサーブ","銅",35,0,0,0,"","","",""
364,1,"ユニフォーム大将優ICONIC","サーブ","スパイクサーブ","銅",35,0,0,0,"","","",""
365,1,"新年大将優ICONIC","サーブ","スパイクサーブ","銅",35,0,0,0,"","","",""
367,1,"妖大将優ICONIC","サーブ","スパイクサーブ","銅",35,0,0,0,"","","",""
369,1,"ユニフォーム潜尚保ICONIC","サーブ","アンダーサーブ","銅",27,0,0,0,"","","",""
370,1,"バーガー潜尚保ICONIC","サーブ","アンダーサーブ","銅",27,0,0,0,"","","",""
376,1,"ユニフォーム背黒晃彦ICONIC","サーブ","アンダーサーブ","銅",25,0,0,0,"","","",""
380,1,"ユニフォーム金沢伊織ICONIC","サーブ","スパイクサーブ","銅",32,0,0,0,"","","",""
11,1,"夏祭り影山飛雄ICONIC","サーブ","スパイクサーブ","金",38,0,0,0,"","","",""
14,1,"王冠影山飛雄ICONIC","サーブ","スパイクサーブ","金",38,0,0,0,"","","",""
16,1,"2周年影山飛雄ICONIC","サーブ","スパイクサーブ","金",39,0,0,0,"","","",""
28,1,"ユニフォーム山口忠ICONIC","サーブ","ジャンフロ","金",31,0,0,0,"","","",""
29,1,"水着山口忠ICONIC","サーブ","ジャンフロ","金",31,0,0,0,"","","",""
30,1,"雪遊び山口忠ICONIC","サーブ","ジャンフロ","金",31,0,0,0,"","","",""
31,1,"スパイ山口忠ICONIC","サーブ","ジャンフロ","金",32,0,0,0,"","","",""
32,1,"ジャージ山口忠ICONIC","サーブ","ジャンフロ","金",31,0,0,0,"","","",""
33,1,"焼き芋山口忠ICONIC","サーブ","ジャンフロ","金",33,0,0,0,"","","",""
50,1,"RPG澤村大地ICONIC","サーブ","オーバーサーブ","金",30,0,0,0,"","","",""
52,1,"Xmas3澤村大地ICONIC","サーブ","オーバーサーブ","金",31,0,0,0,"","","",""
55,1,"文化祭菅原考支ICONIC","サーブ","オーバーサーブ","金",30,0,0,0,"","","",""
59,1,"ユニフォーム東峰旭ICONIC","サーブ","スパイクサーブ","金",29,0,0,0,"","","",""
60,1,"プール掃除東峰旭ICONIC","サーブ","スパイクサーブ","金",29,0,0,0,"","","",""
63,1,"ユニフォーム東峰旭YELL","サーブ","スパイクサーブ","金",32,0,0,0,"","","",""
68,1,"ユニフォーム木下久志ICONIC","サーブ","ジャンフロ","金",28,0,0,0,"","","",""
69,1,"妖木下久志ICONIC","サーブ","ジャンフロ","金",28,0,0,0,"","","",""
73,1,"夏祭り孤爪研磨ICONIC","サーブ","アンダーサーブ","金",29,0,0,0,"","","",""
75,1,"スパイ孤爪研磨ICONIC","サーブ","アンダーサーブ","金",30,0,0,0,"","","",""
78,1,"ハロウィン孤爪研磨ICONIC","サーブ","アンダーサーブ","金",31,0,0,0,"","","",""
80,1,"ユニフォーム黒尾鉄朗ICONIC","サーブ","スパイクサーブ","金",33,0,0,0,"","","",""
81,1,"制服黒尾鉄朗ICONIC","サーブ","スパイクサーブ","金",33,0,0,0,"","","",""
82,1,"夏祭り黒尾鉄朗ICONIC","サーブ","スパイクサーブ","金",33,0,0,0,"","","",""
84,1,"キャンプ黒尾鉄朗ICONIC","サーブ","スパイクサーブ","金",33,0,0,0,"","","",""
111,1,"ユニフォーム手白球彦ICONIC","サーブ","アンダーサーブ","金",34,0,0,0,"","","",""
122,1,"甲冑二口堅治ICONIC","サーブ","スパイクサーブ","金",41,0,0,0,"","","",""
125,1,"Xmas3二口堅治ICONIC","サーブ","スパイクサーブ","金",42,0,0,0,"","","",""
132,1,"ユニフォーム女川太郎ICONIC","サーブ","アンダーサーブ","金",29,0,0,0,"","","",""
133,1,"水着2女川太郎ICONIC","サーブ","オーバーサーブ","金",29,0,0,0,"","","",""
139,1,"甲冑鎌先靖志ICONIC","サーブ","スパイクサーブ","金",35,0,0,0,"","","",""
141,1,"ユニフォーム及川徹ICONIC","サーブ","スパイクサーブ","金",37,0,0,0,"","","",""
142,1,"プール掃除及川徹ICONIC","サーブ","スパイクサーブ","金",37,0,0,0,"","","",""
143,1,"Xmas及川徹ICONIC","サーブ","スパイクサーブ","金",37,0,0,0,"","","",""
144,1,"制服及川徹ICONIC","サーブ","スパイクサーブ","金",37,0,0,0,"","","",""
145,1,"路地裏及川徹ICONIC","サーブ","スパイクサーブ","金",37,0,0,0,"","","",""
148,1,"夏祭り2及川徹ICONIC","サーブ","スパイクサーブ","金",38,0,0,0,"","","",""
159,1,"カンフー金田一勇太郎ICONIC","サーブ","オーバーサーブ","金",33,0,0,0,"","","",""
172,1,"バカンス松川一静ICONIC","サーブ","オーバーサーブ","金",32,0,0,0,"","","",""
177,1,"妖花巻貴大ICONIC","サーブ","スパイクサーブ","金",32,0,0,0,"","","",""
180,1,"キャンプ矢巾秀ICONIC","サーブ","スパイクサーブ","金",36,0,0,0,"","","",""
189,1,"遊園地池尻隼人ICONIC","サーブ","アンダーサーブ","金",33,0,0,0,"","","",""
208,1,"ユニフォーム照島游児ICONIC","サーブ","スパイクサーブ","金",41,0,0,0,"","","",""
209,1,"制服照島游児ICONIC","サーブ","スパイクサーブ","金",41,0,0,0,"","","",""
210,1,"雪遊び照島游児ICONIC","サーブ","スパイクサーブ","金",41,0,0,0,"","","",""
211,1,"スパイ照島游児ICONIC","サーブ","スパイクサーブ","金",42,0,0,0,"","","",""
222,1,"スパイ中島猛ICONIC","サーブ","スパイクサーブ","金",41,0,0,0,"","","",""
229,1,"ユニフォーム川渡瞬己ICONIC","サーブ","スパイクサーブ","金",32,0,0,0,"","","",""
230,1,"サバゲ2川渡瞬己ICONIC","サーブ","スパイクサーブ","金",32,0,0,0,"","","",""
232,1,"水着牛島若利ICONIC","サーブ","トップスピン","金",41,0,0,0,"","","",""
234,1,"制服牛島若利ICONIC","サーブ","トップスピン","金",42,0,0,0,"","","",""
236,1,"妖牛島若利ICONIC","サーブ","トップスピン","金",43,0,0,0,"","","",""
238,1,"Xmas3牛島若利ICONIC","サーブ","トップスピン","金",44,0,0,0,"","","",""
246,1,"ユニフォーム五色工ICONIC","サーブ","スパイクサーブ","金",39,0,0,0,"","","",""
247,1,"職業体験五色工ICONIC","サーブ","スパイクサーブ","金",39,0,0,0,"","","",""
248,1,"制服五色工ICONIC","サーブ","スパイクサーブ","金",40,0,0,0,"","","",""
251,1,"サバゲ2五色工ICONIC","サーブ","スパイクサーブ","金",41,0,0,0,"","","",""
252,1,"ユニフォーム白布賢二郎ICONIC","サーブ","フローター","金",36,0,0,0,"","","",""
