No.,服装,名前,じゃんけん,ポジション,高校,よみがな,スパイクrZs,サーブrZs,セッティングrZs,頭脳rZs,幸運rZs,ブロックrZs,レシーブrZs,バネrZs,スピードrZs,メンタルrZs,TotalStatrZs,AttackValrZs,ServeValrZs,TossValrZs,ReceiveValrZs,BlockValrZs
72,"ユニフォーム","縁下力","パー","WS","烏野","えんのしたちから","90.25737028","94.21865929","91.00680333","98.31377563","96.62755125","93.2551025","102.697959","93.2551025","91.906123","103.3724488","93.76096981","90.5571435","95.50340167","91.00680333","97.75170083","91.906123"
73,"探偵","縁下力","チョキ","WS","烏野","えんのしたちから","92.50566944","97.10932964","95.50340167","100","96.62755125","94.604082","104.0469385","96.62755125","93.2551025","103.3724488","96.29030638","92.58061275","97.75170083","95.50340167","99.25056694","94.604082"
74,"RPG","縁下力","グー","WS","烏野","えんのしたちから","91.00680333","98.07288643","91.00680333","101.6862244","96.62755125","93.2551025","106.7448975","95.50340167","95.9530615","103.3724488","96.29030638","91.23163325","98.87585042","91.00680333","102.2482992","93.2551025"
75,"花火","縁下力","パー","WS","烏野","えんのしたちから","94.75396861","97.10932964","97.75170083","100","96.62755125","95.9530615","106.7448975","97.75170083","95.9530615","103.3724488","97.97653075","94.604082","97.75170083","97.75170083","102.2482992","95.9530615"
76,"ユニフォーム","木下久志","パー","WS","烏野","きのしたひさし","93.2551025","100.9635568","95.50340167","93.2551025","100","95.9530615","95.9530615","94.37925208","93.2551025","96.62755125","93.92959225","94.604082","98.87585042","95.50340167","94.75396861","93.92959225"
77,"妖","木下久志","チョキ","WS","烏野","きのしたひさし","95.50340167","103.8542271","97.75170083","94.94132688","100","97.302041","97.302041","97.75170083","94.604082","96.62755125","96.29030638","96.62755125","101.1241496","97.75170083","96.25283472","96.62755125"
112,"ユニフォーム","福永招平","パー","WS","音駒","ふくながしょうへい","93.2551025","92.29154571","97.75170083","89.88265375","93.2551025","95.9530615","97.302041","94.37925208","93.2551025","95.27857175","91.40025569","91.906123","90.44472854","97.75170083","95.50340167","93.92959225"
113,"バーガー","福永招平","チョキ","WS","音駒","ふくながしょうへい","95.50340167","95.18221607","100","91.56887813","93.2551025","97.302041","98.6510205","97.75170083","94.604082","95.27857175","93.76096981","93.92959225","92.69302771","100","97.00226778","96.62755125"
114,"アート2","福永招平","グー","WS","音駒","ふくながしょうへい","97.75170083","93.2551025","100","88.19642938","93.2551025","100","97.302041","100","93.2551025","95.27857175","93.92959225","95.9530615","90.44472854","100","95.50340167","99.32551025"
117,"ユニフォーム","山本猛虎","パー","WS","音駒","やまもとたけとら","97.75170083","99.03644321","97.75170083","101.6862244","100","95.9530615","97.302041","94.37925208","93.2551025","95.27857175","95.44719419","98.6510205","100.5620748","97.75170083","95.50340167","93.92959225"
118,"新年","山本猛虎","チョキ","WS","音駒","やまもとたけとら","100","100.9635568","100","103.3724488","100","97.302041","98.6510205","97.75170083","94.604082","95.27857175","97.63928588","100.6744898","102.2482992","100","97.00226778","96.62755125"
119,"和装体験","山本猛虎","グー","WS","音駒","やまもとたけとら","102.2482992","99.03644321","100","100","100","100","97.302041","100","93.2551025","95.27857175","97.80790831","102.697959","100","100","95.50340167","99.32551025"
122,"ユニフォーム","海信之","パー","WS","音駒","かいのぶゆき","98.50113389","100","97.75170083","101.6862244","100","97.302041","100","95.50340167","94.604082","110.1173463","100.3372449","99.32551025","101.1241496","97.75170083","97.75170083","95.27857175"
123,"遊園地","海信之","チョキ","WS","音駒","かいのぶゆき","100.7494331","102.8906704","100","103.3724488","100","98.6510205","101.3489795","98.87585042","95.9530615","110.1173463","102.697959","101.3489795","103.3724488","100","99.25056694","97.97653075"
132,"ユニフォーム","二口堅治","チョキ","WS","伊達工","ふたくちけんじ","98.50113389","98.07288643","97.75170083","110.1173463","100","112.1408155","97.302041","95.50340167","98.6510205","100","100.3372449","99.32551025","102.810374","97.75170083","98.50113389","102.697959"
133,"制服","二口堅治","チョキ","WS","伊達工","ふたくちけんじ","100.7494331","100.9635568","100","111.8035706","100","113.489795","98.6510205","98.87585042","100","100","102.697959","101.3489795","105.0586731","100","100","105.395918"
134,"プール掃除","二口堅治","グー","WS","伊達工","ふたくちけんじ","98.50113389","98.07288643","100","108.4311219","100","117.5367335","102.697959","98.87585042","102.697959","100","102.697959","99.32551025","102.2482992","100","103.7471653","107.4193873"
135,"路地裏","二口堅治","パー","WS","伊達工","ふたくちけんじ","102.9977322","99.03644321","100","108.4311219","100","116.187754","97.302041","101.1241496","98.6510205","102.0234693","103.3724488","103.3724488","102.810374","100","98.50113389","108.093877"
136,"甲冑","二口堅治","チョキ","WS","伊達工","ふたくちけんじ","100","103.8542271","97.75170083","115.1760194","100","110.791836","101.3489795","96.62755125","101.3489795","100","103.0352039","100.6744898","107.8690471","97.75170083","102.2482992","102.697959"
137,"2周年","二口堅治","グー","WS","伊達工","ふたくちけんじ","102.2482992","100.9635568","102.2482992","111.8035706","100","117.5367335","100","101.1241496","101.3489795","100","104.3841834","102.697959","105.0586731","102.2482992","101.4988661","108.7683668"
138,"アート2","二口堅治","パー","WS","伊達工","ふたくちけんじ","103.7471653","100.9635568","102.2482992","111.8035706","100","116.187754","100","101.1241496","101.3489795","100","104.5528058","104.0469385","105.0586731","102.2482992","101.4988661","108.093877"
139,"Xmas3","二口堅治","チョキ","WS","伊達工","ふたくちけんじ","101.4988661","103.8542271","100","116.8622438","100","113.489795","101.3489795","100","102.697959","100","104.7214283","102.0234693","108.4311219","100","102.9977322","106.0704078"
146,"ユニフォーム","小原豊","グー","WS","伊達工","おばらゆたか","96.25283472","96.14577286","93.2551025","96.62755125","93.2551025","97.302041","94.604082","95.50340167","98.6510205","96.62755125","94.09821469","94.604082","94.94132688","93.2551025","97.00226778","95.27857175"
147,"ユニフォーム","女川太郎","グー","WS","伊達工","おながわたろう","97.00226778","97.10932964","95.50340167","98.31377563","93.2551025","104.0469385","95.9530615","96.62755125","100","96.62755125","96.12168394","95.27857175","96.06547646","95.50340167","98.50113389","99.32551025"
148,"水着2","女川太郎","パー","WS","伊達工","おながわたろう","99.25056694","100","97.75170083","100","93.2551025","105.395918","97.302041","100","101.3489795","96.62755125","98.48239806","97.302041","98.31377563","97.75170083","100","102.0234693"
156,"ユニフォーム","笹谷武仁","グー","WS","伊達工","ささやたけひと","95.50340167","96.14577286","93.2551025","96.62755125","93.2551025","101.3489795","94.604082","95.50340167","98.6510205","96.62755125","94.43545956","93.92959225","94.94132688","93.2551025","97.00226778","97.302041"
157,"梅雨2","笹谷武仁","パー","WS","伊達工","ささやたけひと","97.75170083","99.03644321","95.50340167","98.31377563","93.2551025","102.697959","95.9530615","98.87585042","100","96.62755125","96.79617369","95.9530615","97.18962604","95.50340167","98.50113389","100"
168,"ユニフォーム","岩泉一","チョキ","WS","青城","いわいずみはじめ","99.25056694","100","97.75170083","101.6862244","100","98.6510205","95.9530615","95.50340167","94.604082","100","97.63928588","100","101.1241496","97.75170083","95.50340167","95.9530615"
169,"プール掃除","岩泉一","グー","WS","青城","いわいずみはじめ","101.4988661","102.8906704","100","103.3724488","100","100","97.302041","98.87585042","95.9530615","100","100","102.0234693","103.3724488","100","97.00226778","98.6510205"
170,"制服","岩泉一","パー","WS","青城","いわいずみはじめ","100.7494331","104.8177839","97.75170083","106.7448975","100","97.302041","98.6510205","96.62755125","97.302041","100","100","101.3489795","105.6207479","97.75170083","98.50113389","95.9530615"
171,"サバゲ","岩泉一","チョキ","WS","青城","いわいずみはじめ","100.7494331","100.9635568","97.75170083","101.6862244","100","102.697959","100","100","97.302041","100","100.1686224","101.3489795","101.6862244","97.75170083","99.25056694","100.6744898"
172,"バカンス","岩泉一","グー","WS","青城","いわいずみはじめ","102.9977322","100.9635568","95.50340167","100","100","102.697959","97.302041","100","97.302041","100","100","103.3724488","101.1241496","95.50340167","97.75170083","100.6744898"
173,"路地裏2","岩泉一","パー","WS","青城","いわいずみはじめ","103.7471653","102.8906704","102.2482992","103.3724488","100","102.697959","98.6510205","101.1241496","97.302041","100","101.6862244","104.0469385","103.3724488","102.2482992","98.50113389","101.3489795"
174,"夏祭り2","岩泉一","チョキ","WS","青城","いわいずみはじめ","102.2482992","102.8906704","100","103.3724488","100","104.0469385","100","102.2482992","98.6510205","100","101.8548468","102.697959","103.3724488","100","100","102.697959"
175,"Xmas3","岩泉一","グー","WS","青城","いわいずみはじめ","105.2460314","103.8542271","104.4965983","105.0586731","100","104.0469385","100","103.3724488","98.6510205","100","103.3724488","105.395918","104.4965983","104.4965983","100","103.3724488"
180,"ユニフォーム","京谷賢太郎","チョキ","WS","青城","きょうたにけんたろう","101.4988661","103.8542271","93.2551025","96.62755125","93.2551025","94.604082","89.208164","95.50340167","101.3489795","93.92959225","95.27857175","99.32551025","99.43792521","93.2551025","95.50340167","93.92959225"
181,"梅雨","京谷賢太郎","グー","WS","青城","きょうたにけんたろう","103.7471653","106.7448975","95.50340167","98.31377563","93.2551025","95.9530615","90.5571435","98.87585042","102.697959","93.92959225","97.63928588","101.3489795","101.6862244","95.50340167","97.00226778","96.62755125"
182,"水着2","京谷賢太郎","パー","WS","青城","きょうたにけんたろう","105.9954644","103.8542271","91.00680333","94.94132688","93.2551025","98.6510205","91.906123","101.1241496","104.0469385","93.92959225","97.97653075","103.3724488","98.87585042","91.00680333","98.50113389","99.32551025"
183,"ユニフォーム","国見英","グー","WS","青城","くにみあきら","94.75396861","94.21865929","97.75170083","96.62755125","93.2551025","94.604082","97.302041","95.50340167","94.604082","96.62755125","93.2551025","93.2551025","93.81717729","97.75170083","96.25283472","93.92959225"
184,"職業体験","国見英","パー","WS","青城","くにみあきら","97.00226778","97.10932964","100","98.31377563","93.2551025","95.9530615","98.6510205","98.87585042","95.9530615","96.62755125","95.61581663","95.27857175","96.06547646","100","97.75170083","96.62755125"
185,"路地裏","国見英","チョキ","WS","青城","くにみあきら","96.25283472","95.18221607","97.75170083","96.62755125","93.2551025","100","101.3489795","100","97.302041","96.62755125","95.9530615","94.604082","94.37925208","97.75170083","100","99.32551025"
186,"カンフー","国見英","グー","WS","青城","くにみあきら","100","95.18221607","104.4965983","94.94132688","93.2551025","95.9530615","98.6510205","101.1241496","93.2551025","96.62755125","95.9530615","97.97653075","93.81717729","104.4965983","96.25283472","97.97653075"
187,"中学生","国見英","パー","WS","青城","くにみあきら","96.25283472","95.18221607","100","96.62755125","93.2551025","104.0469385","105.395918","102.2482992","100","96.62755125","97.80790831","94.604082","94.37925208","100","103.7471653","102.697959"
188,"寝正月","国見英","チョキ","WS","青城","くにみあきら","102.2482992","95.18221607","106.7448975","94.94132688","93.2551025","98.6510205","100","103.3724488","94.604082","96.62755125","97.63928588","100","93.81717729","106.7448975","97.75170083","100.6744898"
189,"梅雨2","国見英","グー","WS","青城","くにみあきら","97.00226778","97.10932964","102.2482992","100","93.2551025","105.395918","106.7448975","103.3724488","101.3489795","96.62755125","99.49413269","95.27857175","96.62755125","102.2482992","105.2460314","104.0469385"
195,"ユニフォーム","花巻貴大","グー","WS","青城","はなまきたかひろ","94.00453556","95.18221607","102.2482992","96.62755125","93.2551025","98.6510205","97.302041","95.50340167","97.302041","96.62755125","94.43545956","92.58061275","94.37925208","102.2482992","97.75170083","95.9530615"
196,"アート","花巻貴大","パー","WS","青城","はなまきたかひろ","96.25283472","98.07288643","104.4965983","98.31377563","93.2551025","100","98.6510205","98.87585042","98.6510205","96.62755125","96.79617369","94.604082","96.62755125","104.4965983","99.25056694","98.6510205"
197,"バーガー","花巻貴大","チョキ","WS","青城","はなまきたかひろ","98.50113389","96.14577286","108.9931967","94.94132688","93.2551025","100","98.6510205","101.1241496","95.9530615","96.62755125","96.96479613","96.62755125","94.37925208","108.9931967","97.75170083","100"
198,"妖","花巻貴大","グー","WS","青城","はなまきたかひろ","95.50340167","100.9635568","102.2482992","101.6862244","93.2551025","97.302041","101.3489795","96.62755125","100","96.62755125","97.13341856","93.92959225","99.43792521","102.2482992","101.4988661","95.9530615"
199,"焼き芋","花巻貴大","パー","WS","青城","はなまきたかひろ","99.25056694","98.07288643","106.7448975","98.31377563","93.2551025","102.697959","100","101.1241496","100","96.62755125","98.6510205","97.302041","96.62755125","106.7448975","100.7494331","101.3489795"
202,"ユニフォーム","駒木輝","グー","WS","常波","こまきひかる","96.25283472","94.21865929","97.75170083","94.94132688","100","97.302041","94.604082","95.50340167","95.9530615","103.3724488","95.9530615","97.302041","95.50340167","97.75170083","95.50340167","95.27857175"
204,"ユニフォーム","玉川弘樹","パー","WS","常波","たまがわひろき","93.2551025","93.2551025","97.75170083","96.62755125","93.2551025","97.302041","97.302041","96.62755125","95.9530615","96.62755125","93.42372494","91.906123","93.2551025","97.75170083","97.00226778","95.9530615"
208,"ユニフォーム","池尻隼人","パー","WS","常波","いけじりはやと","93.2551025","95.18221607","97.75170083","98.31377563","93.2551025","97.302041","97.302041","96.62755125","94.604082","96.62755125","93.76096981","91.906123","94.94132688","97.75170083","96.25283472","95.9530615"
209,"文化祭2","池尻隼人","チョキ","WS","常波","いけじりはやと","95.50340167","98.07288643","100","100","93.2551025","98.6510205","98.6510205","100","95.9530615","96.62755125","96.12168394","93.92959225","97.18962604","100","97.75170083","98.6510205"
210,"遊園地","池尻隼人","グー","WS","常波","いけじりはやと","94.75396861","100.9635568","97.75170083","103.3724488","93.2551025","95.9530615","101.3489795","97.75170083","97.302041","96.62755125","96.45892881","93.2551025","100","97.75170083","100","95.9530615"
211,"ユニフォーム","十和田良樹","チョキ","WS","扇南","とわだよしき","96.25283472","95.18221607","97.75170083","100","93.2551025","97.302041","97.302041","96.62755125","94.604082","103.3724488","96.29030638","94.604082","95.50340167","97.75170083","96.25283472","95.9530615"
213,"ユニフォーム","唐松拓巳","パー","WS","扇南","からまつたくみ","96.25283472","96.14577286","97.75170083","100","93.2551025","98.6510205","98.6510205","96.62755125","95.9530615","96.62755125","95.27857175","94.604082","96.06547646","97.75170083","97.75170083","96.62755125"
214,"ユニフォーム","田沢裕樹","チョキ","WS","扇南","たざわゆうき","94.00453556","95.18221607","97.75170083","96.62755125","93.2551025","98.6510205","97.302041","96.62755125","94.604082","96.62755125","93.92959225","92.58061275","94.37925208","97.75170083","96.25283472","96.62755125"
222,"ユニフォーム","浅虫快人","チョキ","WS","角川","あさむしかいと","94.00453556","95.18221607","97.75170083","93.2551025","93.2551025","98.6510205","95.9530615","96.62755125","95.9530615","100","94.43545956","92.58061275","93.2551025","97.75170083","96.25283472","96.62755125"
225,"ユニフォーム","稲垣功","グー","WS","角川","いながきいさお","95.50340167","96.14577286","97.75170083","93.2551025","93.2551025","95.9530615","94.604082","95.50340167","94.604082","96.62755125","93.2551025","93.92959225","93.81717729","97.75170083","94.75396861","94.604082"
227,"ユニフォーム","百沢雄大","グー","WS","角川","ひゃくざわゆうだい","94.75396861","97.10932964","100","93.2551025","93.2551025","97.302041","95.9530615","95.50340167","94.604082","96.62755125","93.76096981","93.2551025","94.37925208","100","95.50340167","95.27857175"
228,"職業体験","百沢雄大","パー","WS","角川","ひゃくざわゆうだい","97.00226778","100","102.2482992","94.94132688","93.2551025","98.6510205","97.302041","98.87585042","95.9530615","96.62755125","96.12168394","95.27857175","96.62755125","102.2482992","97.00226778","97.97653075"
229,"ユニフォーム","照島游児","パー","WS","条善寺","てるしまゆうじ","97.00226778","100","97.75170083","101.6862244","100","94.604082","95.9530615","97.75170083","100","103.3724488","98.48239806","97.97653075","101.1241496","97.75170083","98.50113389","95.27857175"
230,"制服","照島游児","チョキ","WS","条善寺","てるしまゆうじ","99.25056694","102.8906704","100","103.3724488","100","95.9530615","97.302041","101.1241496","101.3489795","103.3724488","100.8431122","100","103.3724488","100","100","97.97653075"
231,"雪遊び","照島游児","グー","WS","条善寺","てるしまゆうじ","101.4988661","100","100","98.31377563","100","97.302041","97.302041","103.3724488","101.3489795","103.3724488","100.8431122","102.0234693","100","100","100","100"
232,"スパイ","照島游児","パー","WS","条善寺","てるしまゆうじ","100","105.7813407","100","106.7448975","100","95.9530615","100","102.2482992","102.697959","103.3724488","102.5293366","100.6744898","106.1828227","100","102.2482992","98.6510205"
233,"妖","照島游児","チョキ","WS","条善寺","てるしまゆうじ","101.4988661","103.8542271","100","103.3724488","100","98.6510205","100","103.3724488","102.697959","103.3724488","102.697959","102.0234693","103.9345235","100","102.2482992","100.6744898"
234,"格ゲー","照島游児","グー","WS","条善寺","てるしまゆうじ","100.7494331","107.7084543","102.2482992","110.1173463","100","97.302041","102.697959","103.3724488","104.0469385","103.3724488","104.3841834","101.3489795","108.4311219","102.2482992","104.4965983","100"
239,"ユニフォーム","沼尻凛太郎","グー","WS","条善寺","ぬまじりりんたろう","95.50340167","98.07288643","95.50340167","94.94132688","93.2551025","95.9530615","95.9530615","95.50340167","94.604082","103.3724488","95.44719419","93.92959225","95.50340167","95.50340167","95.50340167","94.604082"
241,"ユニフォーム","東山勝道","パー","WS","条善寺","ひがしやまかつみち","94.00453556","97.10932964","95.50340167","98.31377563","93.2551025","95.9530615","95.9530615","100","100","103.3724488","96.62755125","92.58061275","96.06547646","95.50340167","98.50113389","97.302041"
243,"ユニフォーム","中島猛","チョキ","WS","和久南","なかじまたける","97.75170083","100","95.50340167","100","93.2551025","95.9530615","95.9530615","100","101.3489795","103.3724488","98.31377563","95.9530615","98.31377563","95.50340167","99.25056694","97.302041"
244,"スパイ","中島猛","グー","WS","和久南","なかじまたける","100","102.8906704","97.75170083","101.6862244","93.2551025","97.302041","97.302041","103.3724488","102.697959","103.3724488","100.6744898","97.97653075","100.5620748","97.75170083","100.7494331","100"
245,"ユニフォーム","白石優希","パー","WS","和久南","しろいしゆうき","94.75396861","95.18221607","95.50340167","93.2551025","93.2551025","93.2551025","95.9530615","94.37925208","94.604082","96.62755125","92.41199031","93.2551025","93.2551025","95.50340167","95.50340167","92.58061275"
251,"ユニフォーム","川渡瞬己","チョキ","WS","和久南","かわたびしゅんき","96.25283472","97.10932964","97.75170083","98.31377563","100","97.302041","97.302041","97.75170083","97.302041","100","96.79617369","97.302041","98.31377563","97.75170083","97.75170083","96.62755125"
252,"サバゲ2","川渡瞬己","グー","WS","和久南","かわたびしゅんき","99.25056694","100","100","100","100","100","100","101.1241496","100","100","99.8313776","100","100.5620748","100","100.7494331","100"
253,"ユニフォーム","牛島若利","グー","WS","白鳥沢","うしじまわかとし","102.9977322","108.6720111","97.75170083","103.3724488","100","97.302041","97.302041","100","100","103.3724488","102.3607141","103.3724488","106.7448975","97.75170083","99.25056694","97.97653075"
254,"水着","牛島若利","パー","WS","白鳥沢","うしじまわかとし","105.2460314","111.5626814","100","105.0586731","100","98.6510205","98.6510205","103.3724488","101.3489795","103.3724488","104.7214283","105.395918","108.9931967","100","100.7494331","100.6744898"
255,"新年","牛島若利","チョキ","WS","白鳥沢","うしじまわかとし","107.4943306","113.489795","100","106.7448975","100","95.9530615","95.9530615","102.2482992","100","103.3724488","104.7214283","107.4193873","110.679421","100","98.50113389","98.6510205"
256,"制服","牛島若利","グー","WS","白鳥沢","うしじまわかとし","106.7448975","114.4533518","100","108.4311219","100","98.6510205","100","104.4965983","102.697959","103.3724488","106.4076526","106.7448975","111.8035706","100","102.2482992","101.3489795"
257,"文化祭2","牛島若利","パー","WS","白鳥沢","うしじまわかとし","107.4943306","112.5262382","102.2482992","106.7448975","100","101.3489795","98.6510205","105.6207479","101.3489795","103.3724488","106.4076526","107.4193873","110.1173463","102.2482992","100.7494331","103.3724488"
258,"妖","牛島若利","チョキ","WS","白鳥沢","うしじまわかとし","107.4943306","116.3804654","102.2482992","111.8035706","100","100","102.697959","105.6207479","104.0469385","103.3724488","108.2624994","107.4193873","114.0518698","102.2482992","104.4965983","102.697959"
259,"ハロウィン","牛島若利","グー","WS","白鳥沢","うしじまわかとし","108.9931967","113.489795","104.4965983","108.4311219","100","104.0469385","100","107.8690471","102.697959","103.3724488","108.2624994","108.7683668","111.2414958","104.4965983","102.2482992","106.0704078"
260,"Xmas3","牛島若利","パー","WS","白鳥沢","うしじまわかとし","108.2437636","118.3075789","104.4965983","115.1760194","100","101.3489795","104.0469385","106.7448975","105.395918","103.3724488","109.9487238","108.093877","116.300169","104.4965983","105.9954644","104.0469385"
261,"3周年","牛島若利","チョキ","WS","白鳥沢","うしじまわかとし","111.2414958","114.4533518","106.7448975","110.1173463","100","105.395918","102.697959","108.9931967","104.0469385","103.3724488","110.1173463","110.791836","112.3656454","106.7448975","104.4965983","107.4193873"
270,"ユニフォーム","五色工","チョキ","WS","白鳥沢","ごしきつとむ","97.75170083","99.03644321","106.7448975","103.3724488","100","100","100","101.1241496","101.3489795","100","100.3372449","98.6510205","101.1241496","106.7448975","101.4988661","100"
271,"職業体験","五色工","グー","WS","白鳥沢","ごしきつとむ","100","101.9271136","108.9931967","105.0586731","100","101.3489795","101.3489795","104.4965983","102.697959","103.3724488","103.5410712","100.6744898","103.3724488","108.9931967","102.9977322","102.697959"
272,"制服","五色工","パー","WS","白鳥沢","ごしきつとむ","101.4988661","104.8177839","104.4965983","108.4311219","100","98.6510205","101.3489795","102.2482992","102.697959","103.3724488","103.7096936","102.0234693","106.1828227","104.4965983","102.9977322","100"
273,"バカンス","五色工","チョキ","WS","白鳥沢","ごしきつとむ","102.2482992","100","104.4965983","101.6862244","100","104.0469385","102.697959","106.7448975","102.697959","103.3724488","103.8783161","102.697959","101.1241496","104.4965983","103.7471653","105.395918"
274,"Xmas2","五色工","グー","WS","白鳥沢","ごしきつとむ","101.4988661","101.9271136","111.2414958","105.0586731","100","105.395918","102.697959","106.7448975","104.0469385","103.3724488","105.2272956","102.0234693","103.3724488","111.2414958","104.4965983","106.0704078"
275,"サバゲ2","五色工","パー","WS","白鳥沢","ごしきつとむ","100","104.8177839","111.2414958","106.7448975","100","101.3489795","105.395918","105.6207479","105.395918","103.3724488","105.395918","100.6744898","105.6207479","111.2414958","106.7448975","103.3724488"
283,"ユニフォーム","大平獅音","グー","WS","白鳥沢","おおひられおん","97.75170083","99.03644321","106.7448975","103.3724488","93.2551025","100","100","101.1241496","101.3489795","96.62755125","98.81964294","95.9530615","98.87585042","106.7448975","101.4988661","100"
284,"格ゲー","大平獅音","パー","WS","白鳥沢","おおひられおん","101.4988661","100","104.4965983","101.6862244","93.2551025","104.0469385","101.3489795","106.7448975","102.697959","96.62755125","101.1803571","99.32551025","98.87585042","104.4965983","102.9977322","105.395918"
295,"ユニフォーム","強羅昌己","グー","WS","生川","ごうらまさき","94.75396861","101.9271136","102.2482992","100","100","104.0469385","101.3489795","97.75170083","97.302041","103.3724488","100","95.9530615","101.6862244","102.2482992","100","100"
296,"ユニフォーム","芦谷洋平","チョキ","WS","生川","あしやようへい","94.75396861","95.18221607","108.9931967","96.62755125","100","94.604082","93.2551025","97.75170083","95.9530615","103.3724488","96.62755125","95.9530615","96.62755125","108.9931967","94.75396861","95.27857175"
301,"ユニフォーム","湯河浩二","グー","WS","生川","ゆかわこうじ","95.50340167","98.07288643","102.2482992","98.31377563","100","101.3489795","98.6510205","100","95.9530615","100","97.97653075","96.62755125","98.87585042","102.2482992","97.75170083","100"
