No.,服装,名前,じゃんけん,ポジション,高校,よみがな,スパイクrZs,サーブrZs,セッティングrZs,頭脳rZs,幸運rZs,ブロックrZs,レシーブrZs,バネrZs,スピードrZs,メンタルrZs,TotalStatrZs,AttackValrZs,ServeValrZs,TossValrZs,ReceiveValrZs,BlockValrZs
128,"職業体験2","作並浩輔","パー","Li","伊達工","さくなみこうすけ","98.50113389","106.7448975","97.92464692","100","100","106.7448975","100.5865128","108.9931967","101.226345","100","100","100","101.6862244","97.92464692","100","108.9931967"
161,"ユニフォーム","渡親治","グー","Li","青城","わたりしんじ","97.00226778","100","102.0753531","97.75170083","100","100","98.82697435","104.4965983","100","105.1883827","100","98.6510205","98.31377563","102.0753531","98.41296529","100"
176,"ユニフォーム","桜井大河","パー","Li","常波","さくらいたいが","97.00226778","100","95.84929385","100","100","100","98.82697435","100","98.773655","105.1883827","98.37192129","98.6510205","100","95.84929385","98.01620662","95.50340167"
188,"ユニフォーム","横手駿","チョキ","Li","扇南","よこてしゅん","97.00226778","100","95.84929385","100","100","100","97.6539487","100","97.54731","105.1883827","97.67417328","98.6510205","100","95.84929385","96.82593059","95.50340167"
194,"ユニフォーム","南田大志","グー","Li","角川","みなみだたいし","95.50340167","100","96.88697038","97.75170083","100","100","97.6539487","100","97.54731","105.1883827","97.4415906","97.302041","98.31377563","96.88697038","96.82593059","95.50340167"
212,"ユニフォーム","土湯新","パー","Li","条善寺","つちゆあらた","95.50340167","100","96.88697038","95.50340167","100","100","96.48092304","104.4965983","97.54731","105.1883827","96.97642526","97.302041","96.62755125","96.88697038","96.03241324","100"
218,"ユニフォーム","秋保和光","チョキ","Li","和久南","あきうかずてる","95.50340167","100","96.88697038","95.50340167","100","100","97.06743587","104.4965983","97.54731","105.1883827","97.20900793","97.302041","96.62755125","96.88697038","96.42917191","100"
255,"ユニフォーム","山形隼人","グー","Li","白鳥沢","やまがたはやと","95.50340167","100","96.88697038","95.50340167","100","100","97.06743587","104.4965983","97.54731","105.1883827","97.20900793","97.302041","96.62755125","96.88697038","96.42917191","100"
259,"ユニフォーム","中川俊美","グー","Li","生川","なかがわとしみ","94.00453556","113.489795","97.92464692","93.2551025","100","106.7448975","97.06743587","100","97.54731","105.1883827","97.4415906","95.9530615","98.31377563","97.92464692","96.42917191","100"
265,"ユニフォーム","赤谷勇","チョキ","Li","森然","あかたにゆう","94.00453556","100","100","93.2551025","100","100","97.06743587","100","98.773655","105.1883827","97.4415906","95.9530615","94.94132688","100","96.82593059","95.50340167"
294,"ユニフォーム","赤木路成","チョキ","Li","稲荷崎","あかぎみちなり","101.4988661","100","98.96232346","100","100","100","98.82697435","100","100","105.1883827","100","102.697959","100","98.96232346","98.41296529","95.50340167"
295,"Xmas2","赤木路成","グー","Li","稲荷崎","あかぎみちなり","102.9977322","106.7448975","102.0753531","102.2482992","100","106.7448975","100.5865128","104.4965983","103.679035","105.1883827","103.2561574","104.0469385","103.3724488","102.0753531","100.7935174","104.4965983"
314,"ユニフォーム","小見春樹","パー","Li","梟谷","こみはるき","97.00226778","100","95.84929385","95.50340167","100","100","98.24046152","104.4965983","100","105.1883827","98.13933862","98.6510205","96.62755125","95.84929385","98.01620662","100"
315,"路地裏2","小見春樹","チョキ","Li","梟谷","こみはるき","98.50113389","106.7448975","98.96232346","97.75170083","100","106.7448975","100","108.9931967","103.679035","105.1883827","101.395496","100","100","98.96232346","100.3967587","108.9931967"
330,"ユニフォーム","貝掛亮文","パー","Li","椿原","かいかけあきふみ","97.00226778","100","94.81161731","97.75170083","100","100","98.24046152","104.4965983","98.773655","105.1883827","97.90675595","98.6510205","98.31377563","94.81161731","97.61944794","100"
345,"ユニフォーム","小森元也","チョキ","Li","井闥山","こもりもとや","100","106.7448975","102.0753531","104.4965983","100","100","102.9325641","91.00680333","98.773655","100","100.9303307","101.3489795","105.0586731","102.0753531","100.7935174","86.510205"
346,"キャンプ","小森元也","グー","Li","井闥山","こもりもとや","101.4988661","113.489795","105.1883827","106.7448975","100","106.7448975","104.6921026","95.50340167","102.45269","100","104.1864881","102.697959","108.4311219","105.1883827","103.1740694","95.50340167"
347,"ハロウィン","小森元也","パー","Li","井闥山","こもりもとや","98.50113389","100","106.2260592","104.4965983","100","106.7448975","106.4516411","95.50340167","104.90538","100","104.4190708","100","103.3724488","106.2260592","105.1578628","95.50340167"
360,"ユニフォーム","赤間颯","パー","Li","戸美","あかまそう","95.50340167","100","96.88697038","95.50340167","100","100","97.06743587","104.4965983","97.54731","105.1883827","97.20900793","97.302041","96.62755125","96.88697038","96.42917191","100"
365,"ユニフォーム","輪島友和","チョキ","Li","早流川","わじまともかず","97.00226778","100","102.0753531","100","100","100","98.24046152","104.4965983","100","105.1883827","100","98.6510205","100","102.0753531","98.01620662","100"
