No.,服装,名前,じゃんけん,ポジション,高校,よみがな,スパイクrZs,サーブrZs,セッティングrZs,頭脳rZs,幸運rZs,ブロックrZs,レシーブrZs,バネrZs,スピードrZs,メンタルrZs,TotalStatrZs,AttackValrZs,ServeValrZs,TossValrZs,ReceiveValrZs,BlockValrZs
187,"ユニフォーム","古牧譲","グー","S","角川","こまきゆずる","102.2482992","97.10932964","93.2551025","95.18221607","100","100","94.94132688","108.9931967","104.4965983","106.7448975","97.18962604","102.8906704","95.33045558","93.2551025","98.6510205","104.0469385"
188,"雪遊び","古牧譲","パー","S","角川","こまきゆずる","103.3724488","100","95.78443906","98.07288643","100","102.2482992","96.62755125","111.2414958","106.7448975","106.7448975","101.1241496","103.8542271","98.44348519","95.78443906","101.3489795","106.7448975"
203,"ユニフォーム","二岐丈晴","グー","S","条善寺","ふたまたたけはる","95.50340167","92.29154571","91.56887813","93.2551025","80","102.2482992","91.56887813","100","97.75170083","106.7448975","89.60161635","93.2551025","89.62323462","91.56887813","91.906123","100"
204,"制服","二岐丈晴","パー","S","条善寺","ふたまたたけはる","96.62755125","95.18221607","94.09821469","96.14577286","80","104.4965983","93.2551025","102.2482992","100","106.7448975","93.5361399","94.21865929","92.73626423","94.09821469","94.604082","102.697959"
212,"ユニフォーム","花山一雅","チョキ","S","和久南","はなやまかずまさ","100","99.03644321","93.2551025","94.21865929","80","106.7448975","100","104.4965983","100","106.7448975","96.34651385","97.10932964","93.77394077","93.2551025","100","105.395918"
237,"ユニフォーム","白布賢二郎","グー","S","白鳥沢","しらぶけんじろう","100","98.07288643","97.47066344","96.14577286","100","102.2482992","96.62755125","100","100","100","96.06547646","100.9635568","96.36813212","97.47066344","97.302041","100"
238,"探偵","白布賢二郎","パー","S","白鳥沢","しらぶけんじろう","101.1241496","100.9635568","100","99.03644321","100","104.4965983","98.31377563","102.2482992","102.2482992","100","100","101.9271136","99.48116173","100","100","102.697959"
239,"制服","白布賢二郎","チョキ","S","白鳥沢","しらぶけんじろう","98.87585042","103.8542271","101.6862244","100.9635568","100","100","98.31377563","97.75170083","102.2482992","100","100.2810374","100","102.0753531","101.6862244","100","97.302041"
240,"バカンス","白布賢二郎","グー","S","白鳥沢","しらぶけんじろう","96.62755125","99.03644321","102.5293366","97.10932964","100","108.9931967","101.6862244","102.2482992","104.4965983","100","100","98.07288643","97.40580865","102.5293366","104.0469385","105.395918"
241,"路地裏2","白布賢二郎","パー","S","白鳥沢","しらぶけんじろう","102.2482992","102.8906704","102.5293366","100.9635568","100","104.4965983","100","102.2482992","104.4965983","100","102.810374","102.8906704","101.5565148","102.5293366","102.697959","102.697959"
245,"ユニフォーム","瀬見英太","グー","S","白鳥沢","せみえいた","97.75170083","98.07288643","92.41199031","94.21865929","100","102.2482992","96.62755125","102.2482992","100","100","93.5361399","99.03644321","95.33045558","92.41199031","97.302041","101.3489795"
246,"雪遊び","瀬見英太","パー","S","白鳥沢","せみえいた","98.87585042","100.9635568","94.94132688","97.10932964","100","104.4965983","98.31377563","104.4965983","102.2482992","100","97.47066344","100","98.44348519","94.94132688","100","104.0469385"
247,"バカンス","瀬見英太","チョキ","S","白鳥沢","せみえいた","96.62755125","103.8542271","94.94132688","99.03644321","100","100","101.6862244","100","102.2482992","100","97.75170083","98.07288643","101.0376765","94.94132688","102.697959","98.6510205"
248,"アート2","瀬見英太","グー","S","白鳥沢","せみえいた","100","99.03644321","97.47066344","95.18221607","100","100","101.6862244","104.4965983","106.7448975","100","98.03273823","100.9635568","96.36813212","97.47066344","105.395918","101.3489795"
254,"ユニフォーム","七沢健吾","グー","S","生川","ななさわけんご","92.13095292","95.18221607","90.72576594","92.29154571","80","95.50340167","89.88265375","97.75170083","95.50340167","106.7448975","87.35331719","90.36443214","90.66091115","90.72576594","89.208164","94.604082"
261,"ユニフォーム","名栗翔太","チョキ","S","森然","なぐりしょうた","95.50340167","96.14577286","91.56887813","91.32798893","80","97.75170083","96.62755125","97.75170083","97.75170083","106.7448975","90.16369115","93.2551025","90.66091115","91.56887813","95.9530615","95.9530615"
264,"ユニフォーム","宮侑","チョキ","S","稲荷崎","みやあつむ","101.1241496","106.7448975","100","100","100","95.50340167","100","95.50340167","100","100","100","101.9271136","103.1130296","100","100","93.2551025"
265,"文化祭","宮侑","グー","S","稲荷崎","みやあつむ","102.2482992","109.6355679","102.5293366","102.8906704","100","97.75170083","101.6862244","97.75170083","102.2482992","100","103.9345235","102.8906704","106.2260592","102.5293366","102.697959","95.9530615"
266,"RPG","宮侑","パー","S","稲荷崎","みやあつむ","100","111.5626814","101.6862244","103.8542271","100","93.2551025","105.0586731","95.50340167","104.4965983","100","103.9345235","100.9635568","107.782574","101.6862244","106.7448975","91.906123"
267,"カンフー","宮侑","チョキ","S","稲荷崎","みやあつむ","104.4965983","107.7084543","100.8431122","100.9635568","100","104.4965983","103.3724488","102.2482992","102.2482992","100","104.4965983","104.8177839","104.1507062","100.8431122","104.0469385","102.697959"
268,"新年2","宮侑","グー","S","稲荷崎","みやあつむ","103.3724488","111.5626814","105.0586731","104.8177839","100","97.75170083","103.3724488","97.75170083","104.4965983","100","106.7448975","103.8542271","108.3014123","105.0586731","105.395918","95.9530615"
269,"サバゲ2","宮侑","パー","S","稲荷崎","みやあつむ","103.3724488","112.5262382","102.5293366","105.7813407","100","97.75170083","105.0586731","100","104.4965983","100","107.0259349","103.8542271","109.3390888","102.5293366","106.7448975","97.302041"
311,"ユニフォーム","赤葦京治","グー","S","梟谷","あかあしけいじ","100","99.03644321","96.62755125","99.03644321","100","95.50340167","103.3724488","104.4965983","102.2482992","106.7448975","99.43792521","100.9635568","98.44348519","96.62755125","104.0469385","98.6510205"
312,"夏祭り","赤葦京治","パー","S","梟谷","あかあしけいじ","101.1241496","101.9271136","99.15688781","101.9271136","100","97.75170083","105.0586731","106.7448975","104.4965983","106.7448975","103.3724488","101.9271136","101.5565148","99.15688781","106.7448975","101.3489795"
313,"制服","赤葦京治","チョキ","S","梟谷","あかあしけいじ","98.87585042","103.8542271","101.6862244","103.8542271","100","91.00680333","105.0586731","102.2482992","104.4965983","106.7448975","103.3724488","100","103.6318679","101.6862244","106.7448975","94.604082"
314,"バーガー","赤葦京治","グー","S","梟谷","あかあしけいじ","98.87585042","99.03644321","100.8431122","100.9635568","100","104.4965983","105.0586731","111.2414958","104.4965983","106.7448975","103.6534861","100","99.48116173","100.8431122","106.7448975","108.093877"
315,"仮装","赤葦京治","パー","S","梟谷","あかあしけいじ","102.2482992","103.8542271","101.6862244","103.8542271","100","97.75170083","106.7448975","106.7448975","106.7448975","106.7448975","106.1828227","102.8906704","103.6318679","101.6862244","109.4428565","101.3489795"
316,"妖","赤葦京治","チョキ","S","梟谷","あかあしけいじ","102.2482992","104.8177839","99.15688781","104.8177839","100","97.75170083","108.4311219","108.9931967","106.7448975","106.7448975","106.4638601","102.8906704","104.6695444","99.15688781","110.791836","102.697959"
317,"焼き芋","赤葦京治","グー","S","梟谷","あかあしけいじ","103.3724488","105.7813407","103.3724488","104.8177839","100","100","108.4311219","108.9931967","108.9931967","106.7448975","108.9931967","103.8542271","105.1883827","103.3724488","112.1408155","104.0469385"
321,"ユニフォーム","越後栄","パー","S","椿原","えちごさかえ","98.87585042","98.07288643","95.78443906","99.03644321","100","95.50340167","100","104.4965983","97.75170083","106.7448975","97.47066344","100","97.92464692","95.78443906","98.6510205","98.6510205"
349,"ユニフォーム","先島伊澄","パー","S","戸美","さきしまいすみ","95.50340167","94.21865929","91.56887813","93.2551025","80","97.75170083","91.56887813","100","97.75170083","106.7448975","89.60161635","93.2551025","90.66091115","91.56887813","91.906123","97.302041"
