No.,服装,服装順.ID,攻撃力,守備力,DispName,Q_RZS.AttackVal,Q_RZS.ServeVal,Q_RZS.TossVal,Q_RZS.ReceiveVal,Q_RZS.BlockVal
41,"バーガー","17",478,494,"バーガー西谷夕ICO","98.11770302","97.71359407","113.489795","122.4829917","94.2596617"
42,"文化祭2","27",484,499,"文化祭2西谷夕ICO","100","99.5427188","112.3656454","123.2324247","96.55579702"
48,"RPG","16",471,476,"RPG田中龍之介ICO","101.882297","94.51262576","97.75170083","100","101.1480677"
43,"2周年","32",484,500,"2周年西谷夕ICO","99.37256767","99.5427188","113.489795","123.9818578","96.55579702"
49,"仮装","25",481,475,"仮装田中龍之介ICO","104.3920263","96.34175051","100","99.25056694","101.1480677"
50,"Xmas3","44",478,479,"Xmas3田中龍之介ICO","103.1371616","96.34175051","98.87585042","100.7494331","102.2961353"
51,"ユニフォーム","1",473,477,"澤村大地ICO","98.74513535","100","101.1241496","106.7448975","96.55579702"
52,"プール掃除","3",481,483,"プール掃除澤村大地ICO","100.6274323","101.8291247","102.2482992","108.2437636","98.85193234"
53,"文化祭","8",479,485,"文化祭澤村大地ICO","101.882297","100","102.2482992","108.2437636","100"
54,"RPG","16",483,482,"RPG澤村大地ICO","99.37256767","104.1155307","101.1241496","109.7426297","97.12983085"
55,"新年2","30",485,490,"新年2澤村大地ICO","102.5097293","101.8291247","103.3724488","111.2414958","100.5740338"
56,"Xmas3","44",488,488,"Xmas3澤村大地ICO","101.2548647","104.5728119","102.2482992","111.2414958","99.42596617"
57,"ユニフォーム","1",477,462,"菅原考支ICO","96.86283837","99.5427188","110.1173463","95.50340167","96.55579702"
58,"プール掃除","3",487,466,"プール掃除菅原考支ICO","97.4902707","102.2864059","113.489795","97.00226778","97.70386468"
59,"文化祭","8",489,464,"文化祭菅原考支ICO","96.86283837","104.1155307","112.3656454","98.50113389","95.40772936"
60,"梅雨","18",496,467,"梅雨菅原考支ICO","97.4902707","105.4873742","115.7380942","100.7494331","95.40772936"
61,"Xmas2","29",493,470,"Xmas2菅原考支ICO","98.74513535","104.1155307","113.489795","100","97.70386468"
62,"夏祭り2","40",489,466,"夏祭り2菅原考支ICO","96.23540605","102.7436871","116.8622438","100","95.40772936"
63,"ユニフォーム","1",485,465,"東峰旭ICO","101.882297","100.9145624","97.75170083","94.00453556","99.42596617"
64,"プール掃除","3",477,453,"プール掃除東峰旭ICO","100","100","94.37925208","89.50793722","95.98176319"
65,"サバゲ","14",490,474,"サバゲ東峰旭ICO","105.6468909","100","98.87585042","95.50340167","103.444203"
66,"夏祭り2","40",493,481,"夏祭り2東峰旭ICO","106.9017556","100","100","97.00226778","106.3143721"
67,"和装体験","46",494,481,"和装体験東峰旭ICO","107.5291879","100","100","98.50113389","105.1663045"
69,"ユニフォーム","1",459,461,"縁下力ICO","94.35310907","97.25631288","95.50340167","97.75170083","94.2596617"
70,"探偵","6",468,467,"探偵縁下力ICO","96.23540605","99.08543763","97.75170083","99.25056694","96.55579702"
71,"RPG","16",466,469,"RPG縁下力ICO","94.9805414","100","95.50340167","102.2482992","95.40772936"
72,"花火","21",472,473,"花火縁下力ICO","98.11770302","99.08543763","98.87585042","102.2482992","97.70386468"
73,"ユニフォーム","1",469,460,"木下久志ICO","98.11770302","100","97.75170083","94.75396861","95.98176319"
74,"妖","34",477,466,"妖木下久志ICO","100","101.8291247","98.87585042","96.25283472","98.27789851"
75,"ユニフォーム","1",464,460,"成田一仁ICO","95.60797372","100","96.62755125","92.50566944","97.70386468"
76,"格ゲー","48",500,461,"格ゲー清水潔子ICO","101.2548647","104.1155307","116.8622438","97.00226778","94.83369553"
77,"格ゲー","48",451,493,"格ゲー谷地仁花ICO","94.9805414","91.31165746","95.50340167","101.4988661","109.7585751"
